route_id,stop_lat,stop_id,stop_long,stop_desc,stop_name,stop_seq,location_type
04,33.47440278215672,{7DCAA05E-8313-4561-BE06-36EDBFAF6AEA},-81.96338672755228,Downtown - Metro Spirit,7th St - Broad St,31,0
04,33.47666252212359,{C8126DA9-3840-41D4-970A-4FBAFB175A9F},-81.96460434531112,Downtown - Cotton Exchange Bldg - Saturday Market,Reynolds St - 8th St,32,0
04,33.47741725655353,{C065F8BA-2602-4174-9583-C9A0F20D7B3B},-81.96662584049219,Downtown - Beamies Restaurant  - Marriott Hotel - Shopping,Reynolds St - James Brown Blvd,33,0
04,33.47821933015888,{0C6C650E-5551-4AF0-80DD-B5B82BC5B6AA},-81.9688165221348,Downtown - Augusta Riverfront Centeer - Marriott Hotel - WJBF - Morris Museum of Art - Riverwalk,Reynolds St - 10th St,34,0
04,33.47871555447299,{721E7C86-1BA2-495B-9568-7B94CBE77E2D},-81.97022162928553,Downtown - Firestation,Reynolds St - 11th St,35,0
04,33.48088483594101,{8FEB91B1-F151-42B1-8C2D-2681F848DF68},-81.97707253954347,Downtown - Sizemore Security - Butler Automotive  - NAPA  Auto Parts - Stafford Bolt,Reynolds St - 14th St,36,0
04,33.48112418197288,{CE6A8245-EE10-407B-A26D-8E4CA52FECFC},-81.98244463899943,Downtown - Convenience Store,15th St - Broad St,37,0
16,33.43958001320679,{7296AE0C-EB0D-4A38-9965-70B36B97CB3F},-82.01839601024697,Shopping - Kmart - CVS Pharmacy,Gordon Hwy - Convenience Store,2,0
16,33.43516246279595,{64D8D33D-F2C0-424F-A851-83D2FCA10498},-82.03199175892478,Residential - Hillcrest Memorial Cemetery,Deans Bridge Rd - Jennings Rd,3,0
16,33.43372140698235,{2E7B41FD-1818-4628-AD9F-8E185C0BD741},-82.03538932602521,Dialysis Center,Deans Bridge Rd - Richmond Hill Rd West,4,0
16,33.43234342314652,{9958F768-F62B-4451-95C7-80968F3015C6},-82.03873238121744,Residential - Commercial - Dry Cleaner,Deans Bridge Rd - Cornelia Rd,5,0
16,33.43063445615795,{4274001C-95D2-4FF6-9424-36BFC9A5FB18},-82.04272275521981,Convience Store - Commercial,Deans Bridge Rd - Wheeless Rd,6,0
16,33.42938556882635,{13BDED09-EE64-4C2F-A79C-D4093DB701C1},-82.04563737948435,Residential - Hillcrest Baptist Church,Deans Bridge Rd - Ridge Rd,7,0
16,33.42839449743126,{5B11A1FC-FD82-4734-AA18-078993B99743},-82.04793014562527,Commercial - Hotel - Villa Europa - Restaurants,Deans Bridge Rd - Golden Camp Rd,8,0
16,33.42706977650553,{D23DF982-9C77-42C9-B12D-02D4D51FC808},-82.0510354774371,Grocery - Commercial,Deans Bridge Rd - Knights Meat Co,9,0
16,33.42436571109736,{5D5E2887-6CA2-4769-95AC-1AB0258D7BC4},-82.0541186312941,Grocery - Shopping,Augusta Tedh Blvd - Kroger,10,0
16,33.41840666561541,{BD33B858-BF2C-4FC2-BB72-65307DDA564D},-82.0505964397171,Information and Engineering Technology,Augusta Tech Blvd - Bldg 800,12,0
16,33.42206091740763,{340AB88A-A21D-4777-AB1B-C8B56C6E0010},-82.05287221543799,Apartments - Residential,Augusta Tech Blvd - Antebellum Dr,11,0
16,33.41710388838958,{9BB4AB1D-5307-480B-8057-CE16F377F4F1},-82.04973629189004,Bldg 600 - Center for Advanced Technology,Sucess Ave - Career Dr,13,0
16,33.41763924366845,{85DE9E3B-322A-4EC5-A770-2DB207DFC561},-82.04753743322587,Early Childhood Development,Success Ave - Bldg 500,14,0
16,33.41869869457602,{2106DB99-EBB3-406D-BE0F-88393BEA9A6F},-82.04714719399996,Administration - Student Accounts,Career Dr - Bldg 100,15,0
16,33.41915726750951,{472BD200-9662-4DF0-865A-01CD567FC8FA},-82.04607850319859,Adminissions - Bookstore - Financial Aid - Student Services - Parking K,Augusta  Tech Blvd - Bldg 1300 - Admissions,16,0
16,33.42089007695474,{6103C828-1D1A-4A9F-8A28-8F9B599DDCD1},-82.04398044626308,Technical College - Residential,Augusta Tech Blvd Entrance - Lumpkin Rd,17,0
16,33.42069679701095,{178CCCC2-383C-4227-A447-CCCDBE8C4BE8},-82.04092663268061,Residential - Lumpking Rd Apt - Daycare,Lumpkin Rd - Shelby Dr,18,0
